1	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0002	0.0002	0.0003	0.0005	0.0006	0.0008	0.0011	0.0016	0.0021	0.0029	0.0039	0.0052	0.0070	0.0094	0.0125	0.0165	0.0217	0.0283	0.0367	0.0472	0.0600	0.0756	0.0941	0.1157	0.1406	0.1684	0.1988	0.2313	0.2647	0.2981	0.3302	0.3596	0.3850	0.4052	0.4193	0.4268	0.4274	0.4216	0.4097	0.3927	0.3716	0.3474	0.3212	0.2941	0.2669	0.2402	0.2146	0.1906	0.1683	0.1479	0.1294	0.1127	0.0980	0.0849	0.0733	0.0632	0.0544	0.0468	0.0402	0.0344	0.0295	0.0252	0.0216	0.0185	0.0158	0.0135	0.0115	0.0098	0.0084	
1	12	0.0001	0.0001	0.0001	0.0001	0.0002	0.0003	0.0003	0.0004	0.0006	0.0008	0.0010	0.0013	0.0018	0.0023	0.0030	0.0040	0.0052	0.0068	0.0087	0.0113	0.0145	0.0185	0.0235	0.0296	0.0371	0.0462	0.0570	0.0697	0.0845	0.1014	0.1204	0.1414	0.1641	0.1882	0.2132	0.2384	0.2631	0.2865	0.3077	0.3261	0.3408	0.3515	0.3577	0.3593	0.3564	0.3493	0.3385	0.3244	0.3078	0.2893	0.2695	0.2491	0.2285	0.2082	0.1886	0.1699	0.1524	0.1360	0.1210	0.1072	0.0947	0.0835	0.0734	0.0644	0.0564	0.0493	0.0431	0.0376	0.0328	0.0285	0.0248	0.0216	0.0187	0.0163	0.0141	0.0123	0.0106	0.0092	0.0080	0.0069	0.0060	
1	P	1.2676	1.3252	1.3935	1.4739	1.5675	1.6751	1.7968	1.9324	2.0807	2.2397	2.4061	2.5762	2.7453	2.9081	3.0594	3.1943	3.3084	3.3986	3.4628	3.5007	3.5132	3.5024	3.4716	3.4250	3.3671	3.3028	3.2367	3.1733	3.1164	3.0694	3.0349	3.0146	3.0094	3.0194	3.0437	3.0803	3.1263	3.1780	3.2310	3.2806	3.3220	3.3508	3.3635	3.3572	3.3306	3.2834	3.2163	3.1313	3.0308	2.9180	2.7961	2.6685	2.5384	2.4085	2.2814	2.1589	2.0426	1.9335	1.8323	1.7393	1.6546	1.5779	1.5089	1.4472	1.3922	1.3435	1.3004	1.2624	1.2290	1.1997	1.1741	1.1517	1.1321	1.1150	1.1001	1.0871	1.0758	1.0660	1.0574	1.0500	1.0435	
2	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0001	0.0002	0.0003	0.0004	0.0006	0.0008	0.0012	0.0017	0.0024	0.0033	0.0046	0.0064	0.0089	0.0123	0.0169	0.0230	0.0311	0.0416	0.0551	0.0721	0.0931	0.1185	0.1486	0.1832	0.2218	0.2635	0.3068	0.3499	0.3907	0.4269	0.4565	0.4778	0.4896	0.4917	0.4842	0.4681	0.4449	0.4162	0.3837	0.3493	0.3143	0.2798	0.2470	0.2162	0.1880	0.1626	0.1398	0.1197	0.1022	0.0869	0.0737	0.0624	0.0527	0.0444	0.0374	0.0315	0.0265	0.0222	0.0187	0.0156	0.0131	0.0110	0.0092	0.0077	0.0065	0.0054	0.0045	0.0038	0.0032	0.0027	0.0022	
2	2	0.0981	0.1113	0.1253	0.1401	0.1554	0.1711	0.1869	0.2025	0.2177	0.2320	0.2453	0.2571	0.2672	0.2753	0.2813	0.2851	0.2864	0.2855	0.2823	0.2770	0.2698	0.2609	0.2506	0.2391	0.2268	0.2139	0.2006	0.1872	0.1739	0.1609	0.1482	0.1361	0.1245	0.1135	0.1033	0.0937	0.0848	0.0767	0.0691	0.0622	0.0559	0.0502	0.0450	0.0403	0.0361	0.0323	0.0288	0.0257	0.0230	0.0205	0.0183	0.0163	0.0145	0.0129	0.0115	0.0102	0.0091	0.0081	0.0072	0.0064	0.0057	0.0050	0.0045	0.0040	0.0035	0.0031	0.0028	0.0025	0.0022	0.0020	0.0017	0.0015	0.0014	0.0012	0.0011	0.0010	0.0009	0.0008	0.0007	0.0006	0.0005	
2	3	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0001	0.0002	0.0003	0.0003	0.0004	0.0006	0.0008	0.0010	0.0014	0.0018	0.0023	0.0031	0.0040	0.0052	0.0067	0.0087	0.0112	0.0143	0.0183	0.0232	0.0292	0.0365	0.0453	0.0558	0.0681	0.0823	0.0986	0.1167	0.1367	0.1582	0.1808	0.2041	0.2273	0.2499	0.2709	0.2897	0.3055	0.3179	0.3263	0.3305	0.3306	0.3265	0.3187	0.3077	0.2939	0.2779	0.2604	0.2420	0.2232	0.2044	0.1859	0.1682	0.1514	0.1356	0.1210	0.1076	0.0953	0.0842	0.0743	0.0653	0.0573	0.0502	0.0440	0.0384	0.0335	0.0292	0.0255	0.0222	0.0193	0.0168	0.0146	0.0127	0.0110	0.0096	
2	4	0.0007	0.0009	0.0011	0.0015	0.0019	0.0024	0.0030	0.0039	0.0049	0.0062	0.0079	0.0099	0.0124	0.0155	0.0192	0.0237	0.0292	0.0356	0.0432	0.0520	0.0621	0.0736	0.0864	0.1006	0.1161	0.1325	0.1498	0.1675	0.1852	0.2026	0.2191	0.2342	0.2475	0.2585	0.2670	0.2727	0.2754	0.2752	0.2722	0.2666	0.2586	0.2486	0.2370	0.2241	0.2105	0.1963	0.1819	0.1676	0.1536	0.1401	0.1273	0.1152	0.1039	0.0934	0.0837	0.0748	0.0668	0.0594	0.0528	0.0469	0.0415	0.0368	0.0325	0.0287	0.0253	0.0224	0.0197	0.0174	0.0153	0.0134	0.0118	0.0104	0.0091	0.0080	0.0071	0.0062	0.0054	0.0048	0.0042	0.0037	0.0032	
2	5	0.0002	0.0002	0.0003	0.0004	0.0005	0.0006	0.0008	0.0010	0.0012	0.0016	0.0020	0.0025	0.0031	0.0040	0.0050	0.0062	0.0078	0.0096	0.0119	0.0147	0.0181	0.0221	0.0269	0.0325	0.0391	0.0467	0.0553	0.0651	0.0760	0.0880	0.1010	0.1148	0.1294	0.1444	0.1596	0.1745	0.1889	0.2024	0.2145	0.2249	0.2334	0.2398	0.2438	0.2453	0.2446	0.2415	0.2364	0.2294	0.2207	0.2108	0.1999	0.1883	0.1763	0.1641	0.1519	0.1399	0.1284	0.1173	0.1067	0.0968	0.0876	0.0790	0.0711	0.0638	0.0572	0.0512	0.0457	0.0408	0.0363	0.0323	0.0287	0.0255	0.0227	0.0201	0.0178	0.0158	0.0140	0.0124	0.0110	0.0097	0.0086	
2	6	0.0172	0.0213	0.0263	0.0323	0.0393	0.0477	0.0574	0.0685	0.0813	0.0956	0.1115	0.1289	0.1477	0.1678	0.1887	0.2102	0.2318	0.2531	0.2734	0.2922	0.3091	0.3234	0.3348	0.3428	0.3474	0.3485	0.3460	0.3401	0.3313	0.3197	0.3059	0.2903	0.2735	0.2558	0.2377	0.2195	0.2016	0.1842	0.1675	0.1517	0.1369	0.1231	0.1104	0.0987	0.0881	0.0784	0.0696	0.0617	0.0547	0.0484	0.0427	0.0377	0.0332	0.0293	0.0258	0.0227	0.0199	0.0175	0.0154	0.0135	0.0119	0.0104	0.0091	0.0080	0.0070	0.0062	0.0054	0.0047	0.0041	0.0036	0.0032	0.0028	0.0024	0.0021	0.0019	0.0016	0.0014	0.0013	0.0011	0.0010	0.0008	
2	7	0.0637	0.0839	0.1092	0.1402	0.1772	0.2206	0.2702	0.3253	0.3847	0.4466	0.5086	0.5680	0.6216	0.6664	0.6998	0.7199	0.7256	0.7170	0.6951	0.6619	0.6198	0.5714	0.5194	0.4661	0.4137	0.3635	0.3166	0.2737	0.2351	0.2008	0.1707	0.1445	0.1219	0.1026	0.0861	0.0721	0.0603	0.0504	0.0420	0.0350	0.0292	0.0243	0.0202	0.0168	0.0139	0.0116	0.0096	0.0080	0.0066	0.0055	0.0046	0.0038	0.0031	0.0026	0.0022	0.0018	0.0015	0.0012	0.0010	0.0008	0.0007	0.0006	0.0005	0.0004	0.0003	0.0003	0.0002	0.0002	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2	8	0.0215	0.0249	0.0288	0.0331	0.0378	0.0431	0.0489	0.0552	0.0620	0.0693	0.0770	0.0852	0.0937	0.1024	0.1113	0.1203	0.1292	0.1379	0.1464	0.1544	0.1618	0.1684	0.1743	0.1792	0.1832	0.1860	0.1878	0.1884	0.1879	0.1863	0.1837	0.1802	0.1758	0.1707	0.1648	0.1585	0.1517	0.1446	0.1373	0.1299	0.1225	0.1151	0.1078	0.1007	0.0938	0.0872	0.0808	0.0748	0.0690	0.0636	0.0586	0.0538	0.0494	0.0452	0.0414	0.0379	0.0346	0.0316	0.0288	0.0262	0.0239	0.0218	0.0198	0.0180	0.0163	0.0149	0.0135	0.0122	0.0111	0.0101	0.0091	0.0083	0.0075	0.0068	0.0062	0.0056	0.0051	0.0046	0.0042	0.0038	0.0034	
2	9	0.0228	0.0307	0.0408	0.0538	0.0702	0.0906	0.1155	0.1453	0.1804	0.2209	0.2667	0.3171	0.3714	0.4281	0.4853	0.5409	0.5923	0.6370	0.6725	0.6971	0.7093	0.7087	0.6956	0.6712	0.6373	0.5959	0.5495	0.5002	0.4502	0.4009	0.3538	0.3097	0.2692	0.2326	0.1999	0.1710	0.1458	0.1238	0.1049	0.0887	0.0748	0.0630	0.0529	0.0445	0.0373	0.0313	0.0262	0.0219	0.0184	0.0154	0.0128	0.0107	0.0090	0.0075	0.0063	0.0052	0.0044	0.0037	0.0030	0.0025	0.0021	0.0018	0.0015	0.0012	0.0010	0.0009	0.0007	0.0006	0.0005	0.0004	0.0003	0.0003	0.0002	0.0002	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	
2	10	0.0434	0.0518	0.0615	0.0725	0.0849	0.0986	0.1137	0.1301	0.1477	0.1663	0.1856	0.2054	0.2253	0.2449	0.2638	0.2814	0.2974	0.3113	0.3227	0.3313	0.3369	0.3393	0.3386	0.3348	0.3282	0.3189	0.3074	0.2940	0.2791	0.2632	0.2465	0.2296	0.2126	0.1958	0.1796	0.1639	0.1491	0.1351	0.1220	0.1099	0.0987	0.0885	0.0792	0.0707	0.0630	0.0561	0.0498	0.0442	0.0392	0.0348	0.0308	0.0272	0.0241	0.0213	0.0188	0.0166	0.0146	0.0129	0.0114	0.0100	0.0088	0.0078	0.0069	0.0061	0.0053	0.0047	0.0041	0.0036	0.0032	0.0028	0.0025	0.0022	0.0019	0.0017	0.0015	0.0013	0.0012	0.0010	0.0009	0.0008	0.0007	
2	11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0002	0.0002	0.0003	0.0005	0.0006	0.0008	0.0011	0.0016	0.0021	0.0029	0.0039	0.0052	0.0070	0.0094	0.0125	0.0165	0.0217	0.0283	0.0367	0.0472	0.0600	0.0756	0.0941	0.1157	0.1406	0.1684	0.1988	0.2313	0.2647	0.2981	0.3302	0.3596	0.3850	0.4052	0.4193	0.4268	0.4274	0.4216	0.4097	0.3927	0.3716	0.3474	0.3212	0.2941	0.2669	0.2402	0.2146	0.1906	0.1683	0.1479	0.1294	0.1127	0.0980	0.0849	0.0733	0.0632	0.0544	0.0468	0.0402	0.0344	0.0295	0.0252	0.0216	0.0185	0.0158	0.0135	0.0115	0.0098	0.0084	
2	12	0.0001	0.0001	0.0001	0.0001	0.0002	0.0003	0.0003	0.0004	0.0006	0.0008	0.0010	0.0013	0.0018	0.0023	0.0030	0.0040	0.0052	0.0068	0.0087	0.0113	0.0145	0.0185	0.0235	0.0296	0.0371	0.0462	0.0570	0.0697	0.0845	0.1014	0.1204	0.1414	0.1641	0.1882	0.2132	0.2384	0.2631	0.2865	0.3077	0.3261	0.3408	0.3515	0.3577	0.3593	0.3564	0.3493	0.3385	0.3244	0.3078	0.2893	0.2695	0.2491	0.2285	0.2082	0.1886	0.1699	0.1524	0.1360	0.1210	0.1072	0.0947	0.0835	0.0734	0.0644	0.0564	0.0493	0.0431	0.0376	0.0328	0.0285	0.0248	0.0216	0.0187	0.0163	0.0141	0.0123	0.0106	0.0092	0.0080	0.0069	0.0060	
2	P	1.2243	1.2818	1.3502	1.4306	1.5242	1.6317	1.7535	1.8891	2.0374	2.1963	2.3628	2.5329	2.7019	2.8648	3.0161	3.1510	3.2651	3.3552	3.4195	3.4574	3.4698	3.4590	3.4283	3.3816	3.3238	3.2594	3.1933	3.1299	3.0731	3.0261	2.9915	2.9712	2.9661	2.9761	3.0004	3.0369	3.0830	3.1346	3.1876	3.2372	3.2786	3.3075	3.3201	3.3139	3.2873	3.2401	3.1730	3.0879	2.9874	2.8746	2.7527	2.6252	2.4950	2.3652	2.2380	2.1156	1.9993	1.8902	1.7890	1.6960	1.6112	1.5345	1.4655	1.4038	1.3489	1.3001	1.2570	1.2191	1.1857	1.1564	1.1307	1.1083	1.0887	1.0716	1.0567	1.0438	1.0325	1.0226	1.0141	1.0066	1.0002	
